"","cell_id","group"
"acdboogj-1","acdboogj-1","Mono_MP"
"acdddjne-1","acdddjne-1","Osteoclast"
"acdgjnip-1","acdgjnip-1","T_NK"
"acdgpmdo-1","acdgpmdo-1","T_NK"
"acdhajef-1","acdhajef-1","Unk"
"acdhdaaj-1","acdhdaaj-1","Endo_2"
"acdiglom-1","acdiglom-1","Endo_1"
"acdkobee-1","acdkobee-1","Unk"
"acdoplpj-1","acdoplpj-1","Granulo"
"acdpgmlm-1","acdpgmlm-1","PC"
"acebapfi-1","acebapfi-1","PC"
"acedldjn-1","acedldjn-1","Unk"
"acedllcb-1","acedllcb-1","Unk"
"acefflaa-1","acefflaa-1","Unk"
"acefobcf-1","acefobcf-1","Unk"
"acegmpck-1","acegmpck-1","Unk"
"acehfoec-1","acehfoec-1","Ery"
"acekmebp-1","acekmebp-1","Ery"
"acelbjkf-1","acelbjkf-1","Ery"
"acelnjmp-1","acelnjmp-1","Ery"
"acemgghk-1","acemgghk-1","Osteoclast"
"acenhbco-1","acenhbco-1","LEPRhi_MSC"
"aceninkp-1","aceninkp-1","Ery"
"aceobkid-1","aceobkid-1","Endo_2"
"acfcjlmc-1","acfcjlmc-1","Mono_MP"
"acfegdmf-1","acfegdmf-1","Ery"
"acfgmmfk-1","acfgmmfk-1","Unk"
"acfgpibj-1","acfgpibj-1","Unk"
"acfinhnk-1","acfinhnk-1","Unk"
"acfipllc-1","acfipllc-1","Ery"
"acfjhfaf-1","acfjhfaf-1","Unk"
"acfkaloa-1","acfkaloa-1","Unk"
"acflgpek-1","acflgpek-1","Unk"
"acflkpcj-1","acflkpcj-1","LEPRhi_MSC"
"acgaibpp-1","acgaibpp-1","Granulo"
"acgcnfna-1","acgcnfna-1","Unk"
"acgefocn-1","acgefocn-1","Unk"
"acgeijjl-1","acgeijjl-1","Ery"
"acgfhkbm-1","acgfhkbm-1","Unk"
"acgghngo-1","acgghngo-1","Endo_1"
"acgiacef-1","acgiacef-1","Unk"
"acgkclnc-1","acgkclnc-1","LEPRhi_MSC"
"acglabng-1","acglabng-1","Unk"
"acgmcifl-1","acgmcifl-1","Ery"
"acgnamkb-1","acgnamkb-1","Granulo"
"acgnblod-1","acgnblod-1","Mono_MP"
"acgndddp-1","acgndddp-1","Unk"
"acgnhjhi-1","acgnhjhi-1","Unk"
"acgomdch-1","acgomdch-1","Unk"
"achajjhj-1","achajjhj-1","T_NK"
"achajnbi-1","achajnbi-1","Unk"
"achbgaml-1","achbgaml-1","Osteoclast"
"achchjdd-1","achchjdd-1","T_NK"
"achhfgje-1","achhfgje-1","Ery"
"achhmnjj-1","achhmnjj-1","Unk"
"achklmph-1","achklmph-1","Ery"
"achldacf-1","achldacf-1","Endo_2"
"achmaepo-1","achmaepo-1","Unk"
"achnmmae-1","achnmmae-1","Unk"
"aciccbbm-1","aciccbbm-1","Unk"
"acicckok-1","acicckok-1","Granulo"
"aciggkaa-1","aciggkaa-1","Unk"
"aciijnnm-1","aciijnnm-1","Endo_2"
"acijdkna-1","acijdkna-1","Ery"
"acijkegf-1","acijkegf-1","Unk"
"acikhmok-1","acikhmok-1","Unk"
"acilcdmp-1","acilcdmp-1","Ery"
"acimbpjl-1","acimbpjl-1","Unk"
"acinfnoj-1","acinfnoj-1","Unk"
